State,Order Date,Sales,Quantity,Discount,Profit,Month,Predicted Profit
Arizona,2015-02-04,87.8,5,0.2,0,2,0
Arizona,2017-02-06,69.26400000000001,11,0.4,0,2,0
Arizona,2014-02-10,598.1439999999999,18,1.4,75,2,75
Arizona,2016-02-10,54.792,6,0.7,0,2,0
Arizona,2017-02-12,67.86,6,0.7,0,2,0
Arizona,2014-03-08,93.024,3,0.2,0,3,0
Arizona,2015-03-09,238.15200000000002,3,0.2,50,3,50
Arizona,2016-04-02,14.368,2,0.2,0,4,0
Arizona,2017-05-11,246.38000000000002,9,0.8999999999999999,50,5,50
Arizona,2014-05-12,1280.992,12,0.4,200,5,200
Arizona,2017-06-05,84.416,4,0.2,0,6,0
Arizona,2017-06-10,9.344,2,0.2,0,6,0
Arizona,2015-06-11,11.481,6,0.8999999999999999,0,6,0
Arizona,2015-06-12,757.712,31,1.0,75,6,75
Arizona,2017-07-09,7.857,3,0.7,0,7,0
Arizona,2016-08-03,9.702,3,0.7,0,8,0
Arizona,2014-08-04,71.168,13,0.6000000000000001,0,8,0
Arizona,2017-08-06,197.3,11,1.1,50,8,50
Arizona,2014-08-08,217.352,7,0.4,50,8,50
Arizona,2014-09-08,13.809000000000001,8,0.8999999999999999,0,9,0
Arizona,2017-09-09,6.367999999999999,2,0.2,0,9,0
Arizona,2016-09-10,170.97599999999997,3,0.4,50,9,50
Arizona,2014-09-12,100.704,6,0.2,50,9,50
Arizona,2017-09-12,432.405,8,0.8999999999999999,50,9,50
Arizona,2016-10-03,104.696,1,0.2,50,10,50
Arizona,2015-10-07,3.366,3,0.7,0,10,0
Arizona,2016-10-07,61.624,8,0.8999999999999999,0,10,0
Arizona,2014-10-10,46.872,7,0.2,0,10,0
Arizona,2017-10-11,1475.054,28,1.9999999999999998,200,10,200
Arizona,2015-11-05,191.968,7,0.2,50,11,50
Arizona,2017-11-05,209.979,7,0.7,50,11,50
Arizona,2017-11-06,668.744,14,1.0,75,11,75
Arizona,2016-11-09,33.216,8,0.6000000000000001,0,11,0
Arizona,2016-12-11,42.622,14,1.5999999999999999,0,12,0
Arizona,2017-12-11,1034.432,23,1.4,200,12,200
Arizona,2016-03-13,361.10400000000004,7,0.4,50,3,50
Arizona,2015-04-13,96.664,10,0.6000000000000001,0,4,0
Arizona,2014-09-13,79.4,5,0.2,0,9,0
Arizona,2014-12-13,93.17399999999999,5,0.8999999999999999,0,12,0
Arizona,2016-04-14,976.5120000000001,8,0.4,75,4,75
Arizona,2016-05-14,185.528,7,0.2,50,5,50
Arizona,2014-07-14,55.92,5,0.2,0,7,0
Arizona,2015-07-14,860.916,15,1.3,75,7,75
Arizona,2016-07-14,380.86400000000003,8,0.2,50,7,50
Arizona,2017-05-15,49.896,6,1.0999999999999999,0,5,0
Arizona,2015-06-15,496.89599999999996,14,0.8,50,6,50
Arizona,2015-08-16,2200.328,16,0.8,500,8,500
Arizona,2017-10-16,907.761,12,0.8999999999999999,75,10,75
Arizona,2015-08-17,329.44,16,0.8,50,8,50
Arizona,2015-06-18,101.00399999999999,17,1.7999999999999998,50,6,50
Arizona,2014-07-18,259.13599999999997,4,0.2,50,7,50
Arizona,2016-07-18,89.792,6,0.4,0,7,0
Arizona,2017-07-18,1298.896,16,1.7999999999999998,200,7,200
Arizona,2016-10-18,307.92,5,0.2,50,10,50
Arizona,2014-01-19,378.594,24,1.7999999999999998,50,1,50
Arizona,2015-07-19,2.025,1,0.7,0,7,0
Arizona,2014-09-19,73.915,1,0.5,0,9,0
Arizona,2017-09-19,592.308,10,1.3,75,9,75
Arizona,2016-12-19,471.624,14,1.9,50,12,50
Arizona,2017-02-20,882.99,22,1.5,75,2,75
Arizona,2014-12-20,596.664,15,1.0,75,12,75
Arizona,2015-12-20,22.288,3,0.4,0,12,0
Arizona,2017-08-21,83.88,1,0.2,0,8,0
Arizona,2017-10-21,8.559,1,0.7,0,10,0
Arizona,2015-11-21,365.496,13,0.6000000000000001,50,11,50
Arizona,2014-03-22,388.70400000000006,6,0.4,50,3,50
Arizona,2016-04-22,1588.3229999999999,20,1.7999999999999998,200,4,200
Arizona,2014-06-22,8.226,3,0.7,0,6,0
Arizona,2017-12-22,182.55,2,0.5,50,12,50
Arizona,2017-01-23,100.922,4,0.8999999999999999,50,1,50
Arizona,2015-05-23,140.986,11,0.8999999999999999,50,5,50
Arizona,2014-07-23,1520.376,24,1.2999999999999998,200,7,200
Arizona,2014-11-23,23.471999999999998,3,0.2,0,11,0
Arizona,2017-04-24,552.0,10,0.2,75,4,75
Arizona,2014-06-24,4.272,2,0.2,0,6,0
Arizona,2015-09-24,89.36,13,0.8,0,9,0
Arizona,2017-11-24,436.59599999999995,10,0.8999999999999999,50,11,50
Arizona,2015-12-24,1109.768,15,0.8,200,12,200
Arizona,2017-12-24,850.9200000000001,7,0.4,75,12,75
Arizona,2017-04-25,8.896,4,0.2,0,4,0
Arizona,2016-09-25,393.165,3,0.5,50,9,50
Arizona,2016-12-25,499.30300000000005,10,1.7999999999999998,50,12,50
Arizona,2015-07-26,659.517,6,0.7,75,7,75
Arizona,2015-09-26,1044.0749999999998,32,2.4,200,9,200
Arizona,2015-10-26,174.304,4,0.4,50,10,50
Arizona,2017-08-27,120.57600000000001,8,0.2,50,8,50
Arizona,2017-10-27,44.784,1,0.2,0,10,0
Arizona,2016-11-27,311.8,5,0.4,50,11,50
Arizona,2014-12-27,946.7639999999999,6,0.7,75,12,75
Arizona,2017-05-28,483.48,12,0.6000000000000001,50,5,50
Arizona,2015-06-28,627.664,6,0.4,75,6,75
Arizona,2016-09-29,10.495999999999999,4,0.2,0,9,0
Arizona,2016-04-30,111.88799999999999,7,0.2,50,4,50
Arizona,2014-11-30,150.232,11,0.4,50,11,50
Arizona,2014-12-30,551.985,5,0.7,75,12,75
Arizona,2017-08-31,19.12,4,0.4,0,8,0
Arizona,2014-10-31,742.336,8,0.2,75,10,75
Arkansas,2016-01-05,140.52,7,0.0,50,1,50
Arkansas,2017-01-05,48.9,5,0.0,0,1,0
Arkansas,2014-01-06,904.13,13,0.0,75,1,75
Arkansas,2015-01-11,301.96,2,0.0,50,1,50
Arkansas,2014-02-09,1793.98,2,0.0,200,2,200
Arkansas,2017-04-06,117.62,10,0.0,50,4,50
Arkansas,2016-04-09,239.5,5,0.0,50,4,50
Arkansas,2017-04-11,4.3,2,0.0,0,4,0
Arkansas,2016-06-06,678.8699999999999,23,0.0,75,6,75
Arkansas,2016-08-04,215.83999999999997,14,0.0,50,8,50
Arkansas,2014-11-10,16.23,5,0.0,0,11,0
Arkansas,2017-12-03,40.41,9,0.0,0,12,0
Arkansas,2017-12-14,204.55,9,0.0,50,12,50
Arkansas,2016-12-15,19.44,3,0.0,0,12,0
Arkansas,2014-08-17,484.78999999999996,20,0.0,50,8,50
Arkansas,2014-10-18,605.34,6,0.0,75,10,75
Arkansas,2014-08-19,638.82,9,0.0,75,8,75
Arkansas,2014-01-20,1859.4,27,0.0,200,1,200
Arkansas,2015-02-20,29.99,1,0.0,0,2,0
Arkansas,2017-10-20,199.17,11,0.0,50,10,50
Arkansas,2017-09-22,726.9100000000001,9,0.0,75,9,75
Arkansas,2017-09-23,212.91,7,0.0,50,9,50
Arkansas,2017-12-23,1152.8700000000001,16,0.0,200,12,200
Arkansas,2016-11-25,59.98,2,0.0,0,11,0
Arkansas,2016-12-25,870.04,19,0.0,75,12,75
Arkansas,2015-11-27,6.24,2,0.0,0,11,0
Arkansas,2015-12-27,105.42,2,0.0,50,12,50
California,2017-01-01,474.43,11,0.0,50,1,50
California,2016-01-02,105.52,4,0.0,50,1,50
California,2015-01-03,200.73600000000002,5,0.4,50,1,50
California,2014-01-04,46.688,6,0.2,0,1,0
California,2017-01-04,5410.108,25,0.55,1500,1,1500
California,2015-01-05,173.30800000000002,9,0.4,50,1,50
California,2015-01-06,11.76,2,0.0,0,1,0
California,2014-01-08,19.752,3,0.2,0,1,0
California,2015-01-08,1011.6960000000001,10,0.2,200,1,200
California,2016-01-08,1085.688,4,0.2,200,1,200
California,2017-01-08,241.43599999999998,5,0.2,50,1,50
California,2014-01-09,53.94,3,0.0,0,1,0
California,2015-01-09,979.1039999999999,7,0.6000000000000001,75,1,75
California,2016-01-09,34.66,3,0.0,0,1,0
California,2016-01-10,194.84799999999998,4,0.2,50,1,50
California,2017-01-10,518.534,25,0.6000000000000001,75,1,75
California,2014-01-11,65.8,8,0.0,0,1,0
California,2014-01-12,58.2,3,0.0,0,1,0
California,2015-01-12,2676.672,9,0.2,500,1,500
California,2016-01-12,1255.5,19,0.0,200,1,200
California,2017-01-12,685.1279999999999,18,0.2,75,1,75
California,2017-02-01,16.59,1,0.0,0,2,0
California,2014-02-02,12.35,5,0.0,0,2,0
California,2017-02-02,753.6240000000001,16,0.4,75,2,75
California,2017-02-03,784.364,11,0.4,75,2,75
California,2015-02-04,71.976,3,0.2,0,2,0
California,2017-02-04,25.11,3,0.0,0,2,0
California,2017-02-05,269.18,17,0.0,50,2,50
California,2016-02-07,195.18400000000003,1,0.2,50,2,50
California,2016-02-08,482.58399999999995,7,0.6000000000000001,50,2,50
California,2016-02-09,1850.7780000000002,30,0.6000000000000001,200,2,200
California,2017-02-09,1249.3220000000001,37,0.8,200,2,200
California,2015-02-10,897.18,32,0.8,75,2,75
California,2017-02-10,2073.88,25,0.4,500,2,500
California,2014-02-11,409.30400000000003,4,0.2,50,2,50
California,2015-02-11,1777.739,24,0.7500000000000001,200,2,200
California,2017-02-11,1326.982,36,0.2,200,2,200
California,2016-02-12,303.358,25,0.4,50,2,50
California,2017-02-12,2235.938,47,0.8,500,2,500
California,2016-03-01,114.46,2,0.0,50,3,50
California,2017-03-01,2070.272,17,0.2,500,3,500
California,2015-03-02,136.92,4,0.0,50,3,50
California,2014-03-03,626.352,3,0.2,75,3,75
California,2016-03-03,60.63,6,0.0,0,3,0
California,2017-03-03,1619.4640000000002,18,0.4,200,3,200
California,2014-03-04,233.45,7,0.0,50,3,50
California,2015-03-05,1140.572,20,0.6000000000000001,200,3,200
California,2017-03-05,881.84,21,0.0,75,3,75
California,2016-03-06,71.08800000000001,2,0.2,0,3,0
California,2017-03-06,60.622,8,0.2,0,3,0
California,2016-03-07,16.92,4,0.0,0,3,0
California,2017-03-07,217.31,7,0.0,50,3,50
California,2017-03-08,275.58,11,0.0,50,3,50
California,2015-03-09,314.72599999999994,14,0.4,50,3,50
California,2017-03-09,613.156,12,0.35,75,3,75
California,2014-03-10,265.784,4,0.4,50,3,50
California,2015-03-10,120.666,2,0.15,50,3,50
California,2016-03-10,1027.676,10,0.2,200,3,200
California,2017-03-10,171.28799999999998,3,0.2,50,3,50
California,2014-03-11,6.72,4,0.0,0,3,0
California,2015-03-11,1345.418,13,0.2,200,3,200
California,2016-03-11,2051.454,50,0.6000000000000001,500,3,500
California,2017-03-11,2395.182,27,0.4,500,3,500
California,2015-03-12,359.499,3,0.15,50,3,50
California,2016-03-12,3079.5400000000004,31,0.35,500,3,500
California,2017-03-12,166.44,3,0.0,50,3,50
California,2014-04-02,134.384,9,0.4,50,4,50
California,2016-04-02,93.02,2,0.0,0,4,0
California,2016-04-03,16.99,1,0.0,0,4,0
California,2017-04-03,24.57,5,0.0,0,4,0
California,2014-04-04,26.084,8,0.2,0,4,0
California,2017-04-05,745.634,11,0.4,75,4,75
California,2015-04-06,1109.95,5,0.0,200,4,200
California,2015-04-07,22.848000000000003,2,0.2,0,4,0
California,2016-04-07,1376.445,16,0.15,200,4,200
California,2016-04-08,335.12,8,0.6000000000000001,50,4,50
California,2016-04-09,2824.23,8,0.2,500,4,500
California,2017-04-09,4068.726,39,1.4,500,4,500
California,2014-04-10,110.098,7,0.2,50,4,50
California,2015-04-10,26.96,2,0.0,0,4,0
California,2014-04-11,1767.6960000000001,24,0.8,200,4,200
California,2016-04-11,968.258,22,0.6000000000000001,75,4,75
California,2015-04-12,460.17199999999997,22,0.2,50,4,50
California,2016-04-12,104.85,1,0.0,50,4,50
California,2017-04-12,11.76,2,0.0,0,4,0
California,2015-05-01,143.51999999999998,12,0.2,50,5,50
California,2016-05-02,918.966,14,0.4,75,5,75
California,2017-05-02,2011.9,10,0.2,500,5,500
California,2015-05-04,892.2239999999999,3,0.2,75,5,75
California,2016-05-05,628.732,14,0.8,75,5,75
California,2017-05-05,23.16,2,0.0,0,5,0
California,2016-05-06,79.792,10,0.2,0,5,0
California,2014-05-07,180.96,6,0.2,50,5,50
California,2014-05-08,550.164,17,0.2,75,5,75
California,2015-05-09,733.283,13,0.5,75,5,75
California,2016-05-09,228.12,14,0.2,50,5,50
California,2014-05-10,99.98,2,0.0,0,5,0
California,2017-05-10,874.9279999999999,33,1.0,75,5,75
California,2014-05-11,20.04,6,0.0,0,5,0
California,2015-05-11,62.8,4,0.0,0,5,0
California,2016-05-11,426.38599999999997,16,0.6000000000000001,50,5,50
California,2017-05-11,12.96,2,0.0,0,5,0
California,2014-05-12,340.84,22,0.0,50,5,50
California,2015-05-12,96.06,9,0.0,0,5,0
California,2017-05-12,92.94,3,0.0,0,5,0
California,2014-06-01,19.44,3,0.0,0,6,0
California,2017-06-02,29.9,5,0.0,0,6,0
California,2015-06-03,1555.244,9,0.2,200,6,200
California,2017-06-03,611.47,30,0.4,75,6,75
California,2014-06-04,636.4780000000001,21,0.2,75,6,75
California,2014-06-05,254.456,16,0.2,50,6,50
California,2016-06-05,41.6,4,0.0,0,6,0
California,2017-06-05,152.94,3,0.0,50,6,50
California,2016-06-06,3650.4379999999996,26,0.4,500,6,500
California,2017-06-06,31.349999999999998,6,0.0,0,6,0
California,2014-06-07,478.48,2,0.2,50,6,50
California,2015-06-07,170.352,3,0.2,50,6,50
California,2017-06-07,122.13600000000001,3,0.2,50,6,50
California,2016-06-08,211.168,4,0.2,50,6,50
California,2014-06-09,100.36,14,0.0,50,6,50
California,2015-06-09,46.32,4,0.0,0,6,0
California,2014-06-10,9.09,3,0.0,0,6,0
California,2016-06-11,404.82399999999996,8,0.2,50,6,50
California,2017-06-11,219.74,22,0.0,50,6,50
California,2014-06-12,1261.33,7,0.0,200,6,200
California,2015-06-12,388.824,20,0.2,50,6,50
California,2016-06-12,1037.742,44,0.8,200,6,200
California,2017-06-12,10.68,1,0.0,0,6,0
California,2016-07-01,34.58,1,0.0,0,7,0
California,2017-07-01,332.8,22,0.0,50,7,50
California,2016-07-02,623.96,5,0.2,75,7,75
California,2016-07-04,1199.976,3,0.2,200,7,200
California,2017-07-05,499.934,8,0.2,50,7,50
California,2015-07-06,7.52,5,0.2,0,7,0
California,2016-07-06,9.514,2,0.2,0,7,0
California,2016-07-07,3352.518,15,0.4,500,7,500
California,2017-07-07,5.94,3,0.0,0,7,0
California,2015-07-08,19.152,3,0.2,0,7,0
California,2017-07-08,2981.584,34,1.2,500,7,500
California,2014-07-09,131.84,11,0.2,50,7,50
California,2015-07-09,671.93,7,0.0,75,7,75
California,2017-07-09,229.26799999999997,9,0.2,50,7,50
California,2016-07-10,37.824,4,0.2,0,7,0
California,2017-07-10,1632.24,28,0.55,200,7,200
California,2014-07-11,123.14399999999999,7,0.2,50,7,50
California,2015-07-11,190.72,1,0.2,50,7,50
California,2016-07-11,655.67,22,0.6000000000000001,75,7,75
California,2017-07-11,1283.106,18,0.4,200,7,200
California,2014-07-12,173.51999999999998,6,0.0,50,7,50
California,2015-07-12,92.88,6,0.0,0,7,0
California,2017-07-12,424.416,9,0.2,50,7,50
California,2017-08-03,174.56,7,0.2,50,8,50
California,2014-08-04,499.552,5,0.2,50,8,75
California,2016-08-04,122.66000000000001,12,0.0,50,8,50
California,2017-08-04,440.31,9,0.0,50,8,50
California,2016-08-05,17.94,3,0.0,0,8,0
California,2017-08-05,3441.032,10,0.2,500,8,500
California,2017-08-06,1515.1860000000001,4,0.35,200,8,200
California,2014-08-07,699.192,9,0.4,75,8,75
California,2017-08-07,221.08,11,0.0,50,8,50
California,2014-08-08,2473.0959999999995,29,0.4,500,8,500
California,2015-08-08,158.672,5,0.6000000000000001,50,8,50
California,2016-08-08,1016.184,13,0.4,200,8,200
California,2014-08-09,134.22799999999998,12,0.2,50,8,50
California,2015-08-09,68.28,11,0.0,0,8,0
California,2016-08-09,557.06,19,0.6000000000000001,75,8,75
California,2015-08-10,145.9,5,0.0,50,8,50
California,2016-08-10,61.96,2,0.0,0,8,0
California,2017-08-10,419.83200000000005,9,0.2,50,8,50
California,2014-08-11,333.57599999999996,3,0.2,50,8,50
California,2015-08-11,496.87,6,0.0,50,8,50
California,2014-08-12,119.32,5,0.0,50,8,50
California,2015-08-12,457.96000000000004,6,0.0,50,8,50
California,2016-08-12,1862.0140000000001,20,0.2,200,8,200
California,2017-08-12,4487.380999999999,70,1.15,500,8,500
California,2016-09-01,727.878,14,0.2,75,9,75
California,2015-09-02,203.92,5,0.2,50,9,50
California,2016-09-02,121.83,5,0.0,50,9,50
California,2017-09-02,376.02,9,0.0,50,9,50
California,2017-09-03,710.8040000000001,9,0.4,75,9,75
California,2015-09-04,369.912,3,0.2,50,9,50
California,2016-09-04,556.665,5,0.15,75,9,75
California,2014-09-05,235.76999999999998,7,0.0,50,9,50
California,2016-09-05,32.04,4,0.0,0,9,0
California,2014-09-06,3744.764,42,0.8,500,9,500
California,2016-09-06,299.832,6,0.4,50,9,50
California,2014-09-07,240.80100000000002,25,0.55,50,9,50
California,2014-09-08,26.86,9,0.0,0,9,0
California,2016-09-09,55.36,4,0.2,0,9,0
California,2017-09-09,557.83,23,0.2,75,9,75
California,2014-09-10,160.59199999999998,4,0.2,50,9,50
California,2017-09-10,35.2,5,0.0,0,9,0
California,2014-09-11,1517.574,27,0.35,200,9,200
California,2015-09-11,2.48,2,0.0,0,9,0
California,2016-09-11,479.97,3,0.0,50,9,50
California,2017-09-11,950.038,17,0.4,75,9,75
California,2014-09-12,34.68,6,0.0,0,9,0
California,2016-09-12,273.92,8,0.2,50,9,50
California,2017-09-12,1689.5130000000001,19,0.55,200,9,200
California,2017-10-02,203.983,2,0.15,50,10,50
California,2016-10-03,7558.262000000001,19,0.4,1500,10,1500
California,2017-10-03,111.96,4,0.0,50,10,50
California,2015-10-04,12.832,2,0.2,0,10,0
California,2016-10-04,928.1220000000001,26,0.4,75,10,75
California,2014-10-05,1769.784,14,0.4,200,10,200
California,2016-10-06,1388.7800000000002,11,0.2,200,10,200
California,2017-10-06,854.8249999999999,24,0.35,75,10,75
California,2015-10-07,39.92,2,0.2,0,10,0
California,2015-10-09,158.20000000000002,10,0.0,50,10,50
California,2016-10-09,276.784,2,0.2,50,10,50
California,2017-10-09,369.536,5,0.4,50,10,50
California,2014-10-10,137.632,5,0.2,50,10,50
California,2015-10-10,438.546,13,0.2,50,10,50
California,2014-10-11,807.686,32,0.2,75,10,75
California,2015-10-11,79.9,2,0.0,0,10,0
California,2016-10-11,1778.298,54,0.6000000000000001,200,10,200
California,2017-10-11,361.014,12,0.2,50,10,50
California,2015-10-12,62.059999999999995,4,0.0,0,10,0
California,2016-10-12,401.84799999999996,14,0.2,50,10,50
California,2017-10-12,194.304,12,0.6000000000000001,50,10,50
California,2017-11-02,21.336,7,0.2,0,11,0
California,2014-11-03,7.98,3,0.0,0,11,0
California,2015-11-04,692.7280000000001,6,0.2,75,11,75
California,2017-11-04,241.81,12,0.0,50,11,50
California,2016-11-05,5.98,1,0.0,0,11,0
California,2016-11-06,902.712,3,0.2,75,11,75
California,2017-11-06,184.41,6,0.0,50,11,50
California,2017-11-07,1565.972,24,0.4,200,11,200
California,2014-11-09,127.95,3,0.0,50,11,50
California,2015-11-09,455.85,19,0.0,50,11,50
California,2016-11-09,3727.792,19,0.2,500,11,500
California,2017-11-09,2691.7639999999997,30,0.4,500,11,500
California,2014-11-10,473.12800000000004,7,0.2,50,11,50
California,2014-11-11,850.756,19,0.4,75,11,75
California,2016-11-11,531.576,20,0.4,75,11,75
California,2017-11-11,186.85000000000002,13,0.2,50,11,50
California,2015-11-12,110.52799999999999,4,0.2,50,11,50
California,2016-11-12,1937.9240000000002,43,1.2,200,11,200
California,2017-12-01,9.78,1,0.0,0,12,0
California,2014-12-02,129.56799999999998,2,0.2,50,12,50
California,2016-12-03,1652.3419999999999,19,0.2,200,12,200
California,2017-12-03,242.94,3,0.0,50,12,50
California,2014-12-04,1879.7230000000002,30,0.7500000000000001,200,12,200
California,2016-12-04,901.912,17,0.8,75,12,75
California,2015-12-05,38.519999999999996,9,0.0,0,12,0
California,2016-12-05,128.67,7,0.0,50,12,50
California,2017-12-05,551.038,12,0.4,75,12,75
California,2016-12-06,213.46,10,0.0,50,12,50
California,2014-12-07,1211.75,22,0.6000000000000001,200,12,200
California,2016-12-07,95.76,6,0.2,0,12,0
California,2014-12-08,891.7760000000001,11,0.2,75,12,75
California,2017-12-08,597.86,7,0.0,75,12,75
California,2017-12-09,174.8,5,0.0,50,12,50
California,2014-12-10,36.29,6,0.0,0,12,0
California,2017-12-10,544.55,20,0.2,75,12,75
California,2014-12-11,641.024,5,0.2,75,12,75
California,2015-12-11,15.7,5,0.0,0,12,0
California,2016-12-11,878.328,6,0.4,75,12,75
California,2017-12-11,36.136,8,0.2,0,12,0
California,2014-12-12,4704.5405,31,0.55,500,12,500
California,2015-12-12,1287.9859999999999,33,0.4,200,12,200
California,2016-12-12,440.15999999999997,9,0.0,50,12,50
California,2014-01-13,1679.749,13,0.15,200,1,200
California,2015-01-13,612.4580000000001,16,0.2,75,1,75
California,2016-02-13,146.82,3,0.0,50,2,50
California,2015-03-13,1242.8960000000002,12,0.2,200,3,200
California,2016-03-13,4992.054,12,0.2,500,3,500
California,2017-03-13,314.55,3,0.0,50,3,50
California,2015-04-13,2004.376,17,0.8,500,4,500
California,2016-04-13,6.12,3,0.0,0,4,0
California,2017-04-13,436.704,6,0.2,50,4,50
California,2014-05-13,437.42599999999993,11,0.2,50,5,50
California,2017-05-13,58.48,8,0.0,0,5,0
California,2014-06-13,14.52,3,0.0,0,6,0
California,2015-06-13,36.624,3,0.2,0,6,0
California,2014-07-13,351.216,3,0.2,50,7,50
California,2015-08-13,82.36,8,0.0,0,8,0
California,2017-08-13,242.69400000000002,20,0.2,50,8,50
California,2015-09-13,1336.352,23,0.4,200,9,200
California,2016-10-13,256.19599999999997,33,0.2,50,10,50
California,2017-10-13,5325.884,13,0.4,1500,10,500
California,2015-11-13,723.164,13,0.35,75,11,75
California,2017-11-13,104.95,10,0.2,50,11,50
California,2014-12-13,90.24,6,0.0,0,12,0
California,2015-12-13,966.066,22,0.4,75,12,75
California,2016-12-13,1130.2079999999999,9,0.4,200,12,200
California,2017-12-13,261.52,19,0.0,50,12,50
California,2017-01-14,154.9,5,0.0,50,1,50
California,2014-03-14,13.940000000000001,3,0.0,0,3,0
California,2015-03-14,19.44,3,0.0,0,3,0
California,2016-03-14,41.903999999999996,6,0.2,0,3,0
California,2016-04-14,383.8,5,0.2,50,4,50
California,2015-05-14,2570.7075,17,0.55,500,5,500
California,2017-05-14,1418.21,9,0.0,200,5,200
California,2016-06-14,1946.353,23,0.35,200,6,200
California,2016-07-14,292.796,14,0.2,50,7,50
California,2017-07-14,988.204,22,0.4,75,7,75
California,2016-08-14,121.09200000000001,9,0.2,50,8,50
California,2017-08-14,440.736,11,0.2,50,8,50
California,2015-09-14,170.136,3,0.2,50,9,50
California,2017-09-14,56.7,9,0.0,0,9,0
California,2017-10-14,55.82,6,0.0,0,10,0
California,2016-11-14,17.22,5,0.0,0,11,0
California,2017-11-14,355.808,10,0.2,50,11,50
California,2015-12-14,472.116,18,0.8,50,12,50
California,2016-12-14,216.224,12,0.2,50,12,50
California,2017-12-14,134.91,22,0.2,50,12,50
California,2017-01-15,21.4,5,0.0,0,1,0
California,2015-02-15,627.4800000000001,21,0.4,75,2,75
California,2016-03-15,1356.5760000000002,6,0.4,200,3,200
California,2014-04-15,294.71999999999997,6,0.0,50,4,50
California,2016-04-15,1265.268,5,0.2,200,4,200
California,2017-04-15,79.14,3,0.0,0,4,0
California,2015-06-15,225.576,3,0.2,50,6,50
California,2017-06-15,172.196,5,0.4,50,6,50
California,2014-08-15,505.28200000000004,17,0.6000000000000001,75,8,75
California,2015-08-15,497.59000000000003,12,0.0,50,8,50
California,2016-08-15,608.2159999999999,17,0.4,75,8,75
California,2017-09-15,4171.888,39,1.2,500,9,500
California,2017-10-15,993.2099999999999,21,0.2,75,10,75
California,2014-11-15,813.9900000000001,11,0.0,75,11,75
California,2016-11-15,1515.694,13,0.6000000000000001,200,11,200
California,2014-12-15,6.16,2,0.0,0,12,0
California,2016-12-15,14.76,2,0.0,0,12,0
California,2017-12-15,273.926,10,0.2,50,12,50
California,2016-01-16,102.21799999999999,5,0.2,50,1,50
California,2017-01-16,427.592,11,0.2,50,1,50
California,2015-02-16,124.55,10,0.0,50,2,50
California,2015-03-16,43.13,1,0.0,0,3,0
California,2017-03-16,540.934,16,0.4,75,3,75
California,2017-04-16,349.493,8,0.15,50,4,50
California,2014-05-16,289.28,8,0.2,50,5,50
California,2016-05-16,327.9,16,0.0,50,5,50
California,2016-06-16,46.35,5,0.0,0,6,0
California,2017-06-16,1231.5,9,0.2,200,6,200
California,2015-07-16,2048.8559999999998,9,0.4,500,7,500
California,2016-08-16,204.54,10,0.2,50,8,50
California,2016-09-16,304.106,8,0.15,50,9,50
California,2017-09-16,32.7,8,0.0,0,9,0
California,2014-10-16,194.322,6,0.2,50,10,50
California,2014-11-16,736.0725,12,0.35,75,11,75
California,2015-11-16,18.9,3,0.0,0,11,0
California,2016-11-16,8.32,5,0.2,0,11,0
California,2017-11-16,2953.1460000000006,31,0.2,500,11,500
California,2014-12-16,2712.116,18,0.6000000000000001,500,12,500
